ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12444739,JE327543,8/5/2021 16:25,006XX N FRANKLIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1831,18,42,8,14,1174222,1904214,2021,8/12/2021 17:02,41.89256769,-87.6356,"(41.892567687, -87.635599995)"
12444727,JE327356,8/5/2021 16:20,029XX N KARLOV AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2523,25,31,21,08B,1148541,1919430,2021,8/12/2021 17:02,41.9348562,-87.72952287,"(41.934856198, -87.729522869)"
12444430,JE327414,8/5/2021 16:15,012XX S CANAL ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,124,1,11,28,6,1173311,1894740,2021,8/12/2021 17:02,41.8665907,-87.6392271,"(41.866590703, -87.639227097)"
12445248,JE327341,8/5/2021 16:15,054XX S LONG AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,RESIDENCE,FALSE,FALSE,814,8,23,56,17,1141288,1867976,2021,8/12/2021 17:02,41.7937966,-87.75744659,"(41.7937966, -87.757446593)"
12444591,JE327582,8/5/2021 16:00,003XX E 38TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,212,2,3,35,26,1179336,1879867,2021,8/12/2021 17:02,41.82564238,-87.61756401,"(41.825642379, -87.617564012)"
12445261,JE328301,8/5/2021 16:00,046XX S WOLCOTT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,924,9,15,61,11,1164465,1873930,2021,8/12/2021 17:02,41.8096776,-87.67228954,"(41.809677603, -87.672289536)"
12448626,JE332037,8/5/2021 16:00,077XX S CARPENTER ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,612,6,17,71,11,1170654,1853552,2021,8/12/2021 17:02,41.7536251,-87.65018311,"(41.753625103, -87.650183109)"
12444519,JE327430,8/5/2021 16:00,010XX W 14TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1232,12,11,28,14,1169731,1893570,2021,8/12/2021 17:02,41.86345881,-87.65240364,"(41.863458809, -87.65240364)"
12445421,JE327286,8/5/2021 16:00,070XX S PAXTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,331,3,5,43,08B,1192103,1858518,2021,8/12/2021 17:02,41.76675796,-87.57142004,"(41.76675796, -87.571420043)"
12445026,JE328015,8/5/2021 16:00,055XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2023,20,48,77,14,1168247,1937041,2021,8/12/2021 17:02,41.98277774,-87.65659189,"(41.982777739, -87.656591889)"
12444717,JE327345,8/5/2021 15:58,086XX S ASHLAND AVE,810,THEFT,OVER $500,CAR WASH,FALSE,FALSE,614,6,21,71,6,1167181,1847374,2021,8/12/2021 17:02,41.73674676,-87.66308677,"(41.736746762, -87.663086773)"
12444487,JE327275,8/5/2021 15:50,087XX S COMMERCIAL AVE,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,CTA BUS,FALSE,FALSE,423,4,10,46,04B,1197667,1847364,2021,8/12/2021 17:02,41.73601353,-87.55139781,"(41.73601353, -87.551397812)"
12445616,JE328274,8/5/2021 15:50,002XX E HURON ST,870,THEFT,POCKET-PICKING,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,1834,18,42,8,6,1178046,1905133,2021,8/12/2021 17:02,41.89500328,-87.62152816,"(41.895003278, -87.62152816)"
12444531,JE327344,8/5/2021 15:45,022XX N AUSTIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,2512,25,36,19,15,1136033,1914267,2021,8/12/2021 17:02,41.92092088,-87.77561412,"(41.92092088, -87.775614121)"
12444516,JE327301,8/5/2021 15:45,046XX W 82ND PL,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,STREET,TRUE,FALSE,834,8,18,70,04B,1147055,1849420,2021,8/12/2021 17:02,41.74276782,-87.736771,"(41.742767817, -87.736770996)"
12444552,JE327421,8/5/2021 15:41,014XX S KEDVALE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,1011,10,24,29,26,1148947,1892888,2021,8/12/2021 17:02,41.86201434,-87.72871822,"(41.862014339, -87.72871822)"
12446395,JE329536,8/5/2021 15:36,100XX W OHARE ST,810,THEFT,OVER $500,AIRPORT TRANSPORTATION SYSTEM (ATS),FALSE,FALSE,1651,16,41,76,6,1100658,1934241,2021,8/12/2021 17:02,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
12444415,JE327267,8/5/2021 15:34,054XX S WINCHESTER AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,FALSE,FALSE,932,9,16,61,15,1164281,1868574,2021,8/12/2021 17:02,41.79498398,-87.67311532,"(41.794983976, -87.673115316)"
12444407,JE327281,8/5/2021 15:31,026XX S MILLARD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1032,10,22,30,08B,1152461,1886295,2021,8/12/2021 17:02,41.84385373,-87.71599277,"(41.843853728, -87.715992773)"
12444779,JE327626,8/5/2021 15:30,018XX S KEDZIE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT / LAND,FALSE,FALSE,1022,10,24,29,7,1155319,1890827,2021,8/12/2021 17:02,41.85623321,-87.70538279,"(41.856233206, -87.705382792)"
12449069,JE332800,8/5/2021 15:30,055XX S SHORE DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,235,2,5,41,11,1189556,1868559,2021,8/12/2021 17:02,41.79437276,-87.58043339,"(41.794372762, -87.580433389)"
12445341,JE328248,8/5/2021 15:30,003XX E RANDOLPH ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,PARK PROPERTY,FALSE,FALSE,114,1,42,32,2,1178722,1901251,2021,8/12/2021 17:02,41.88433547,-87.61916409,"(41.884335468, -87.619164088)"
12444414,JE327290,8/5/2021 15:26,025XX W ARGYLE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,2031,20,40,4,11,1158648,1932996,2021,8/12/2021 17:02,41.97188076,-87.69200622,"(41.971880756, -87.692006217)"
12445153,JE328122,8/5/2021 15:25,056XX W FULTON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1512,15,29,25,08B,1138309,1901440,2021,8/12/2021 17:02,41.88568112,-87.76756229,"(41.885681122, -87.767562293)"
12445340,JE327299,8/5/2021 15:25,007XX E 106TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,512,5,9,50,14,1182990,1834824,2021,8/12/2021 17:02,41.70195559,-87.60555669,"(41.701955594, -87.605556692)"
12444497,JE327320,8/5/2021 15:24,051XX W DIVISION ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,2533,25,37,25,15,1141561,1907501,2021,8/12/2021 17:02,41.90225377,-87.75547022,"(41.902253774, -87.755470224)"
12444413,JE327358,8/5/2021 15:17,001XX E 14TH ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,132,1,3,33,08A,1177495,1893877,2021,8/12/2021 17:02,41.86412872,-87.62389354,"(41.864128718, -87.623893538)"
12444564,JE327280,8/5/2021 15:10,012XX S WABASH AVE,560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,TRUE,131,1,3,33,08A,1176963,1894850,2021,8/12/2021 17:02,41.86681074,-87.62581703,"(41.866810739, -87.625817031)"
12445677,JE327317,8/5/2021 15:06,072XX W BELMONT AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,BANK,FALSE,FALSE,2511,25,29,17,11,1127298,1920433,2021,8/12/2021 17:02,41.93799257,-87.80757018,"(41.937992567, -87.807570184)"
12444411,JE327250,8/5/2021 15:00,092XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2223,22,21,73,14,1171607,1843472,2021,8/12/2021 17:02,41.7259434,-87.64698532,"(41.725943396, -87.646985317)"
12448384,JE327208,8/5/2021 15:00,063XX S SANGAMON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,723,7,16,68,04A,1171068,1862656,2021,8/12/2021 17:02,41.77859858,-87.64840028,"(41.778598577, -87.648400278)"
12444558,JE327425,8/5/2021 15:00,002XX W WASHINGTON ST,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,FALSE,FALSE,122,1,42,32,26,1174594,1900807,2021,8/12/2021 17:02,41.88321038,-87.63433573,"(41.883210375, -87.634335728)"
12444703,JE327512,8/5/2021 15:00,012XX N KEELER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2534,25,37,23,14,1148149,1908106,2021,8/12/2021 17:02,41.90378963,-87.73125566,"(41.903789631, -87.731255663)"
12444557,JE327536,8/5/2021 15:00,007XX S CLARK ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,123,1,4,32,7,1175634,1897062,2021,8/12/2021 17:02,41.87291056,-87.63062942,"(41.872910562, -87.63062942)"
12445135,JE328006,8/5/2021 15:00,104XX S TORRENCE AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,FALSE,FALSE,434,4,10,51,04B,1195515,1836387,2021,8/12/2021 17:02,41.70594502,-87.55964322,"(41.705945023, -87.559643215)"
12445612,JE327906,8/5/2021 14:55,004XX W BARRY AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1934,19,44,6,6,1172724,1920656,2021,8/12/2021 17:02,41.93771862,-87.64061377,"(41.937718623, -87.640613767)"
12444357,JE327234,8/5/2021 14:45,045XX N BROADWAY,870,THEFT,POCKET-PICKING,STREET,FALSE,FALSE,1913,19,46,3,6,1168130,1930557,2021,8/12/2021 17:02,41.96498799,-87.6572104,"(41.964987989, -87.657210395)"
12444490,JE327273,8/5/2021 14:45,075XX S STONY ISLAND AVE,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,411,4,8,43,04B,1188234,1855158,2021,8/12/2021 17:02,41.757631,-87.58570825,"(41.757630995, -87.585708249)"
12447229,JE330608,8/5/2021 14:39,131XX S EBERHART AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,533,5,9,54,26,1181782,1818140,2021,8/12/2021 17:02,41.65620024,-87.61049252,"(41.656200237, -87.610492519)"
12444987,JE327516,8/5/2021 14:30,003XX W 64TH ST,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,722,7,20,68,08B,1174934,1862503,2021,8/12/2021 17:02,41.77809336,-87.63423188,"(41.778093356, -87.634231883)"
12444356,JE327238,8/5/2021 14:30,001XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,6,1177270,1901551,2021,8/12/2021 17:02,41.88519172,-87.62448685,"(41.885191719, -87.624486846)"
12444423,JE327248,8/5/2021 14:30,006XX W DIVERSEY PKWY,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,1935,19,43,7,6,1171274,1918844,2021,8/12/2021 17:02,41.93277845,-87.64599613,"(41.932778447, -87.645996134)"
12444384,JE327241,8/5/2021 14:24,062XX N ARTESIAN AVE,1541,OBSCENITY,SALE / DISTRIBUTE OBSCENE MATERIAL TO MINOR,APARTMENT,TRUE,FALSE,2413,24,50,2,26,1158853,1941441,2021,8/12/2021 17:02,41.99504999,-87.69101952,"(41.99504999, -87.691019524)"
12444367,JE327222,8/5/2021 14:23,004XX E 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,632,6,6,44,14,1180742,1847401,2021,8/12/2021 17:02,41.7365203,-87.61340303,"(41.736520302, -87.613403026)"
12444307,JE327153,8/5/2021 14:10,059XX S THROOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,713,7,16,67,14,1168677,1865323,2021,8/12/2021 17:02,41.78596907,-87.65708894,"(41.785969074, -87.657088943)"
12444480,JE327331,8/5/2021 14:05,029XX W LAKE ST,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,1222,12,27,27,08B,1156834,1901004,2021,8/12/2021 17:02,41.8841294,-87.69954614,"(41.884129397, -87.699546136)"
12444484,JE327140,8/5/2021 14:04,018XX E 79TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,414,4,8,46,04B,1189995,1852963,2021,8/12/2021 17:02,41.75156555,-87.57932502,"(41.751565545, -87.579325017)"
12445105,JE328116,8/5/2021 14:00,084XX S KENNETH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,834,8,18,70,11,1148225,1848223,2021,8/12/2021 17:02,41.73946069,-87.73251464,"(41.739460694, -87.732514642)"
12448383,JE332084,8/5/2021 14:00,030XX S NORMAL AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,914,9,11,60,6,1173454,1884749,2021,8/12/2021 17:02,41.83917146,-87.63899871,"(41.839171457, -87.638998711)"
12448678,JE329934,8/5/2021 14:00,043XX W IRVING PARK RD,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,1731,17,45,16,08A,1146342,1926222,2021,8/12/2021 17:02,41.95353625,-87.73743079,"(41.953536247, -87.737430789)"
12444723,JE327179,8/5/2021 14:00,001XX N AUSTIN BLVD,440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,FALSE,FALSE,1512,15,29,25,08B,1136357,1900497,2021,8/12/2021 17:02,41.8831285,-87.77475309,"(41.883128496, -87.774753087)"
12445541,JE328700,8/5/2021 14:00,016XX N PAULINA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1433,14,32,24,7,1164764,1910876,2021,8/12/2021 17:02,41.91105449,-87.6701461,"(41.911054487, -87.670146097)"
12444354,JE327149,8/5/2021 13:50,022XX N LINCOLN AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,1812,18,43,7,3,1171674,1915100,2021,8/12/2021 17:02,41.92249594,-87.6446367,"(41.922495936, -87.644636696)"
12445040,JE328011,8/5/2021 13:30,002XX W 47TH ST,560,ASSAULT,SIMPLE,CTA TRAIN,FALSE,TRUE,925,9,3,37,08A,1175476,1873816,2021,8/12/2021 17:02,41.80912527,-87.63190651,"(41.809125265, -87.631906508)"
12444461,JE327097,8/5/2021 13:30,047XX S ROCKWELL ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,922,9,15,58,08B,1159831,1873200,2021,8/12/2021 17:02,41.80777095,-87.68930645,"(41.807770945, -87.689306454)"
12445635,JE328005,8/5/2021 13:30,005XX N STATE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,1176273,1904001,2021,8/12/2021 17:02,41.89193719,-87.62807402,"(41.89193719, -87.628074015)"
12445029,JE327953,8/5/2021 13:30,005XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,1834,18,42,8,11,1176273,1904001,2021,8/12/2021 17:02,41.89193719,-87.62807402,"(41.89193719, -87.628074015)"
12446015,JE327131,8/5/2021 13:30,032XX N LAMON AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,1634,16,31,15,15,1143126,1921297,2021,8/12/2021 17:02,41.94008235,-87.74937659,"(41.940082353, -87.749376593)"
12448704,JE327123,8/5/2021 13:30,001XX N WELLS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,TRUE,122,1,42,32,08B,1174701,1901579,2021,8/12/2021 17:02,41.8853264,-87.63391972,"(41.885326396, -87.633919718)"
12444974,JE327102,8/5/2021 13:30,042XX S COTTAGE GROVE AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,214,2,4,38,08B,1182309,1877148,2021,8/12/2021 17:02,41.81811276,-87.60674129,"(41.81811276, -87.60674129)"
12445042,JE327127,8/5/2021 13:30,045XX W GEORGE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2521,25,31,20,08B,1145365,1918889,2021,8/12/2021 17:02,41.93343243,-87.74120859,"(41.933432431, -87.741208586)"
12444339,JE327154,8/5/2021 13:24,038XX W GLADYS AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,TRUE,FALSE,1133,11,28,26,18,1150790,1898079,2021,8/12/2021 17:02,41.87622322,-87.72181705,"(41.876223222, -87.721817052)"
12444262,JE327104,8/5/2021 13:22,109XX S GREEN BAY AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,432,4,10,52,6,1200542,1832962,2021,8/12/2021 17:02,41.69642111,-87.54135045,"(41.696421107, -87.541350454)"
12444270,JE327082,8/5/2021 13:15,017XX N LONG AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2532,25,37,25,11,1140129,1911045,2021,8/12/2021 17:02,41.91200527,-87.76064334,"(41.912005269, -87.760643338)"
12444321,JE327112,8/5/2021 13:15,122XX S RACINE AVE,560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),FALSE,TRUE,524,5,34,53,08A,1170550,1823542,2021,8/12/2021 17:02,41.67127539,-87.65143518,"(41.671275391, -87.65143518)"
12444715,JE327386,8/5/2021 13:00,045XX S SAWYER AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,821,8,14,58,5,1155459,1874401,2021,8/12/2021 17:02,41.81115543,-87.70530971,"(41.811155434, -87.705309714)"
12446990,JE330345,8/5/2021 13:00,108XX S AVENUE O,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,432,4,10,52,6,1200880,1833693,2021,8/12/2021 17:02,41.6984185,-87.54008829,"(41.698418501, -87.540088285)"
12445185,JE328195,8/5/2021 13:00,018XX W TAYLOR ST,560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,1231,12,27,28,08A,1164209,1895609,2021,8/12/2021 17:02,41.86917241,-87.67261683,"(41.869172405, -87.672616834)"
12444689,JE327611,8/5/2021 13:00,041XX N LAWNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT / LAND,FALSE,FALSE,1723,17,35,16,14,1150985,1927245,2021,8/12/2021 17:02,41.95625358,-87.72033565,"(41.956253575, -87.720335653)"
12445454,JE328291,8/5/2021 13:00,078XX S MORGAN ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,612,6,17,71,08A,1171004,1852851,2021,8/12/2021 17:02,41.75169383,-87.64892092,"(41.751693834, -87.648920921)"
12444372,JE327236,8/5/2021 13:00,024XX N HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1935,19,43,7,14,1170528,1916619,2021,8/12/2021 17:02,41.92668932,-87.64880287,"(41.926689324, -87.64880287)"
12444296,JE327119,8/5/2021 12:50,012XX S DAMEN AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1233,12,28,28,08B,1163230,1894601,2021,8/12/2021 17:02,41.86642698,-87.67623932,"(41.866426983, -87.676239315)"
12444276,JE327101,8/5/2021 12:47,049XX W ADAMS ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,TRUE,TRUE,1533,15,28,25,26,1143631,1898881,2021,8/12/2021 17:02,41.87856097,-87.74808267,"(41.878560968, -87.748082667)"
12444279,JE327077,8/5/2021 12:45,007XX N CICERO AVE,820,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,1111,11,28,25,6,1144216,1904682,2021,8/12/2021 17:02,41.89446863,-87.7457888,"(41.894468631, -87.745788804)"
12444256,JE327035,8/5/2021 12:35,015XX W 91ST ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,FALSE,FALSE,2221,22,21,73,04A,1167460,1844381,2021,8/12/2021 17:02,41.72852756,-87.66215011,"(41.72852756, -87.662150113)"
12444568,JE327078,8/5/2021 12:32,0000X E LAKE ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,FALSE,111,1,42,32,04B,1176931,1901744,2021,8/12/2021 17:02,41.885729,-87.62572585,"(41.885728999, -87.625725853)"
12444326,JE327049,8/5/2021 12:32,003XX N STATE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1831,18,42,8,7,1176300,1902537,2021,8/12/2021 17:02,41.88791929,-87.62801905,"(41.887919288, -87.628019052)"
12449012,JE332774,8/5/2021 12:31,076XX W TALCOTT AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1612,16,41,10,6,1124039,1940029,2021,8/12/2021 17:02,41.99182046,-87.81911572,"(41.991820458, -87.819115719)"
12444394,JE327038,8/5/2021 12:25,113XX S RACINE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,2234,22,34,75,04B,1170364,1829335,2021,8/12/2021 17:02,41.68717639,-87.65194826,"(41.687176391, -87.65194826)"
12445432,JE328595,8/5/2021 12:22,034XX W MELROSE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,1732,17,35,21,11,1152900,1921401,2021,8/12/2021 17:02,41.94017941,-87.71345097,"(41.940179412, -87.713450972)"
12444489,JE327427,8/5/2021 12:15,069XX S PEORIA ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER (SPECIFY),FALSE,FALSE,733,7,6,68,11,1171505,1858748,2021,8/12/2021 17:02,41.767865,-87.64691256,"(41.767864995, -87.64691256)"
12444985,JE327046,8/5/2021 12:10,059XX S THROOP ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,713,7,16,67,08A,1168677,1865323,2021,8/12/2021 17:02,41.78596907,-87.65708894,"(41.785969074, -87.657088943)"
12444237,JE327020,8/5/2021 12:03,074XX S EUCLID PKWY,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,333,3,8,43,08A,1190262,1855879,2021,8/12/2021 17:02,41.75956088,-87.57825282,"(41.759560877, -87.578252819)"
12444363,JE327263,8/5/2021 12:00,068XX S ARTESIAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,832,8,17,66,08B,1161220,1859269,2021,8/12/2021 17:02,41.76951375,-87.68459749,"(41.769513749, -87.68459749)"
12444511,JE327527,8/5/2021 12:00,012XX W GRANVILLE AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2433,24,48,77,6,1167027,1941321,2021,8/12/2021 17:02,41.99454853,-87.66095517,"(41.994548527, -87.660955171)"
12446204,JE327026,8/5/2021 12:00,016XX W 79TH ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,611,6,17,71,08A,1166573,1852320,2021,8/12/2021 17:02,41.75033227,-87.6651736,"(41.750332272, -87.665173597)"
12444522,JE327530,8/5/2021 12:00,072XX N HAMILTON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2411,24,49,2,6,1160444,1948014,2021,8/12/2021 17:02,42.01305361,-87.68498396,"(42.013053605, -87.68498396)"
12444261,JE327013,8/5/2021 12:00,004XX E 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,624,6,6,69,14,1180467,1852722,2021,8/12/2021 17:02,41.75112804,-87.61424762,"(41.751128044, -87.614247622)"
12445336,JE328378,8/5/2021 12:00,0000X E LAKE ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,111,1,42,32,26,1176931,1901744,2021,8/12/2021 17:02,41.885729,-87.62572585,"(41.885728999, -87.625725853)"
12444704,JE327618,8/5/2021 12:00,066XX S KOSTNER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,833,8,13,65,11,1148183,1860254,2021,8/12/2021 17:02,41.77247666,-87.7323606,"(41.772476658, -87.732360603)"
12444345,JE327136,8/5/2021 12:00,038XX N ELSTON AVE,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1732,17,35,16,6,1152508,1925233,2021,8/12/2021 17:02,41.95070247,-87.71479007,"(41.950702474, -87.714790074)"
12444224,JE327009,8/5/2021 11:58,035XX W 13TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1021,10,24,29,14,1152965,1893676,2021,8/12/2021 17:02,41.86409811,-87.71394779,"(41.864098105, -87.713947792)"
12444285,JE327021,8/5/2021 11:53,040XX W CORTLAND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2534,25,35,20,08B,1149201,1912320,2021,8/12/2021 17:02,41.91533293,-87.72728201,"(41.915332934, -87.727282013)"
12446939,JE330248,8/5/2021 11:50,031XX W MADISON ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1124,11,28,27,08B,1155522,1899851,2021,8/12/2021 17:02,41.88099194,-87.70439499,"(41.880991939, -87.704394994)"
12444397,JE327183,8/5/2021 11:45,080XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,834,8,18,70,14,1145820,1850738,2021,8/12/2021 17:02,41.74640806,-87.74126292,"(41.746408057, -87.741262915)"
12449007,JE327030,8/5/2021 11:30,038XX S CALIFORNIA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,911,9,12,58,08A,1158332,1879102,2021,8/12/2021 17:02,41.82399747,-87.69464352,"(41.823997468, -87.694643524)"
12444231,JE326967,8/5/2021 11:29,050XX N NAGLE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1622,16,45,11,08B,1132560,1933054,2021,8/12/2021 17:02,41.97253574,-87.78793569,"(41.972535735, -87.78793569)"
12444259,JE326956,8/5/2021 11:20,010XX S DESPLAINES ST,560,ASSAULT,SIMPLE,GAS STATION,FALSE,FALSE,124,1,25,28,08A,1172075,1895787,2021,8/12/2021 17:02,41.86949108,-87.64373367,"(41.869491081, -87.643733672)"
