ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12849300,JF422502,10/5/2022 7:00,036XX W 26TH ST,620,BURGLARY,UNLAWFUL ENTRY,STREET,FALSE,FALSE,1013,10,22,30,5,1152705,1886489,2022,1/3/2023 15:46,41.84438127,-87.71509221,"(41.844381272, -87.715092209)"
12849557,JF422453,10/5/2022 6:57,027XX S LOOMIS ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,913,9,11,60,08A,1167728,1886627,2022,1/3/2023 15:46,41.84444996,-87.65995635,"(41.844449963, -87.659956346)"
12849199,JF422309,10/5/2022 0:09,011XX E 79TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,411,4,8,45,08A,1185374,1852530,2022,1/3/2023 15:46,41.75048723,-87.59627215,"(41.75048723, -87.596272151)"
12849042,JF422064,10/4/2022 18:30,048XX W ERIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1532,15,28,25,14,1143890,1903875,2022,1/3/2023 15:46,41.89226025,-87.74700637,"(41.892260249, -87.747006374)"
12848841,JF422028,10/4/2022 18:00,055XX S PRINCETON AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,711,7,3,68,08B,1175232,1868122,2022,1/3/2023 15:46,41.79350583,-87.63297162,"(41.793505832, -87.632971615)"
12849070,JF422101,10/4/2022 17:14,038XX W 82ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,834,8,18,70,14,1152143,1849931,2022,1/3/2023 15:46,41.74407178,-87.7181148,"(41.744071784, -87.718114798)"
12848814,JF421820,10/4/2022 15:42,031XX N CLARK ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1933,19,44,6,6,1170283,1920956,2022,1/3/2023 15:46,41.93859561,-87.64957603,"(41.93859561, -87.649576033)"
12848865,JF421776,10/4/2022 15:01,028XX N CLYBOURN AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1931,19,1,5,08A,1162255,1918860,2022,1/3/2023 15:46,41.93301598,-87.67913953,"(41.933015979, -87.679139528)"
12855965,JF430525,10/4/2022 12:00,017XX W PETERSON AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,2433,24,40,77,6,1163541,1939920,2022,1/3/2023 15:46,41.99077853,-87.67381791,"(41.990778534, -87.673817911)"
12850681,JF424188,10/4/2022 10:20,097XX S JEFFERY AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,431,4,7,51,08A,1191214,1840771,2022,1/3/2023 15:46,41.71808014,-87.57525156,"(41.718080141, -87.575251562)"
12854018,JF427769,10/4/2022 9:00,038XX N FREMONT ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1923,19,46,6,6,1169575,1925735,2022,1/3/2023 15:46,41.95172485,-87.65203848,"(41.951724845, -87.652038477)"
12847754,JF420691,10/3/2022 17:08,030XX S TRIPP AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,1031,10,22,30,04A,1148539,1883965,2022,1/3/2023 15:46,41.83753636,-87.7304459,"(41.837536359, -87.7304459)"
12847523,JF420406,10/3/2022 14:15,051XX N ALBANY AVE,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,1713,17,33,14,08B,1154786,1933725,2022,1/3/2023 15:46,41.97395963,-87.70618779,"(41.973959628, -87.70618779)"
12847333,JF420094,10/3/2022 10:20,007XX S CICERO AVE,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,1533,15,29,25,08B,1144508,1896325,2022,1/3/2023 15:46,41.87153053,-87.74492681,"(41.871530533, -87.744926805)"
12847149,JF419942,10/3/2022 8:28,009XX S MONITOR AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1513,15,29,25,7,1137520,1895647,2022,1/3/2023 15:46,41.86979859,-87.77059919,"(41.86979859, -87.770599185)"
12847749,JF420775,10/3/2022 0:00,031XX N BROADWAY,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1934,19,44,6,6,1171708,1920879,2022,1/3/2023 15:46,41.93835301,-87.64434114,"(41.938353011, -87.644341137)"
12846940,JF419670,10/2/2022 23:43,012XX S ASHLAND AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1233,12,28,28,08B,1165915,1894701,2022,1/3/2023 15:46,41.86664457,-87.66637959,"(41.866644572, -87.666379591)"
12847509,JF420370,10/2/2022 7:51,042XX W HIRSCH ST,580,STALKING,SIMPLE,STREET,FALSE,TRUE,2534,25,26,23,08A,1148006,1908988,2022,1/3/2023 15:46,41.90621268,-87.73175822,"(41.906212682, -87.73175822)"
12845930,JF418572,10/2/2022 1:17,005XX W 81ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,622,6,21,44,14,1174276,1851200,2022,1/3/2023 15:46,41.74709123,-87.63697957,"(41.747091233, -87.63697957)"
12846640,JF419337,10/1/2022 20:00,031XX N RACINE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1933,19,32,6,6,1167744,1920808,2022,1/3/2023 15:46,41.93824468,-87.65891168,"(41.938244683, -87.658911682)"
12845473,JF418035,10/1/2022 14:00,050XX S DREXEL BLVD,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,222,2,4,39,08A,1183163,1871886,2022,1/3/2023 15:46,41.80365357,-87.60377245,"(41.803653573, -87.603772447)"
12846079,JF418003,10/1/2022 13:48,029XX W FIFTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1124,11,27,27,14,1156926,1899592,2022,1/3/2023 15:46,41.88025287,-87.69924661,"(41.880252868, -87.69924661)"
12845753,JF418244,10/1/2022 6:30,025XX W GUNNISON ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2031,20,40,4,6,1158570,1932193,2022,1/3/2023 15:46,41.96967889,-87.69231513,"(41.969678885, -87.692315129)"
12846037,JF417347,10/1/2022 2:58,106XX S AVENUE B,460,BATTERY,SIMPLE,ALLEY,FALSE,TRUE,432,4,10,52,08B,1204784,1835059,2022,1/3/2023 15:46,41.70206736,-87.52574727,"(41.702067355, -87.525747266)"
12845688,JF418237,10/1/2022 1:30,024XX W ARTHINGTON ST,850,THEFT,ATTEMPT THEFT,STREET,FALSE,FALSE,1135,11,28,28,6,1160249,1895969,2022,1/3/2023 15:46,41.870243,-87.68714506,"(41.870242999, -87.687145058)"
12847608,JF419947,10/1/2022 0:01,099XX S YALE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,511,5,9,49,5,1176368,1839046,2022,1/3/2023 15:46,41.71369236,-87.62967803,"(41.713692361, -87.62967803)"
12846021,JF418424,10/1/2022 0:00,0000X N HAMLIN BLVD,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1122,11,28,26,08A,1151064,1899854,2022,1/3/2023 15:46,41.88108866,-87.72076449,"(41.881088655, -87.720764494)"
12848559,JF421628,9/30/2022 23:00,043XX W MONROE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1115,11,28,26,7,1147448,1899308,2022,1/3/2023 15:46,41.87966043,-87.73405634,"(41.879660425, -87.73405634)"
12845091,JF417489,9/30/2022 22:00,067XX S EUCLID AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,332,3,5,43,14,1190367,1860770,2022,1/3/2023 15:46,41.77297965,-87.57771053,"(41.772979649, -87.57771053)"
12847557,JF420371,9/30/2022 20:18,006XX N WELLS ST,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,1831,18,42,8,08B,1174615,1904828,2022,1/3/2023 15:46,41.89424376,-87.6341383,"(41.894243758, -87.634138304)"
12845215,JF417643,9/30/2022 20:00,058XX S HALSTED ST,810,THEFT,OVER $500,GAS STATION,FALSE,FALSE,711,7,20,68,6,1171974,1865924,2022,1/3/2023 15:46,41.78754649,-87.64498292,"(41.787546491, -87.644982919)"
12844893,JF417180,9/30/2022 20:00,050XX W FULTON ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,1532,15,28,25,08A,1142614,1901470,2022,1/3/2023 15:46,41.88568447,-87.75175251,"(41.885684472, -87.751752506)"
12844933,JF417185,9/30/2022 17:30,014XX N DAYTON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1822,18,27,8,6,1170412,1909786,2022,1/3/2023 15:46,41.90794176,-87.64942934,"(41.907941757, -87.649429341)"
12844671,JF416886,9/30/2022 17:05,015XX W 91ST ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2221,22,21,73,08B,1167802,1844389,2022,1/3/2023 15:46,41.72854219,-87.66089706,"(41.728542189, -87.660897062)"
12848726,JF421591,9/30/2022 13:00,037XX N KENMORE AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1923,19,44,6,6,1168605,1925111,2022,1/3/2023 15:46,41.95003367,-87.6556223,"(41.950033668, -87.655622304)"
12844411,JF416587,9/30/2022 12:35,017XX W 18TH ST,560,ASSAULT,SIMPLE,RESTAURANT,TRUE,FALSE,1234,12,25,31,08A,1164911,1891447,2022,1/3/2023 15:46,41.85773665,-87.67015765,"(41.857736648, -87.670157651)"
12845067,JF417460,9/30/2022 10:45,0000X W HUBBARD ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1831,18,42,8,08B,1176027,1903311,2022,1/3/2023 15:46,41.89004934,-87.62899826,"(41.890049339, -87.628998255)"
12844270,JF416333,9/30/2022 8:40,0000X W 95TH ST,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,634,6,21,49,08B,1177513,1841973,2022,1/3/2023 15:46,41.72169869,-87.62539649,"(41.721698686, -87.625396491)"
12843860,JF415963,9/29/2022 22:00,020XX W DIVISION ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1212,12,1,24,08B,1162670,1907990,2022,1/3/2023 15:46,41.90317926,-87.67791973,"(41.903179264, -87.677919727)"
12844264,JF416318,9/29/2022 22:00,009XX W ALTGELD ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1932,19,43,7,08B,1169594,1916804,2022,1/3/2023 15:46,41.92721738,-87.65222948,"(41.927217383, -87.652229479)"
12844257,JF416445,9/29/2022 22:00,048XX S MICHIGAN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,224,2,3,38,6,1177975,1872937,2022,1/3/2023 15:46,41.80665688,-87.62276738,"(41.806656877, -87.622767378)"
12843935,JF416086,9/29/2022 19:40,040XX S CALUMET AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,213,2,3,38,7,1179101,1878198,2022,1/3/2023 15:46,41.82106788,-87.61847711,"(41.821067881, -87.618477106)"
12843612,JF415776,9/29/2022 18:20,010XX N RUSH ST,870,THEFT,POCKET-PICKING,RESTAURANT,FALSE,FALSE,1824,18,42,8,6,1176265,1907589,2022,1/3/2023 15:46,41.90178302,-87.62799506,"(41.90178302, -87.627995064)"
12843544,JF415484,9/29/2022 16:00,008XX W WAVELAND AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1923,19,46,6,08A,1169922,1924781,2022,1/3/2023 15:46,41.94909946,-87.65079085,"(41.949099458, -87.650790845)"
12843424,JF415278,9/29/2022 13:17,026XX W BLOOMINGDALE AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1421,14,1,22,08A,1158622,1911883,2022,1/3/2023 15:46,41.91394587,-87.69268207,"(41.913945874, -87.692682065)"
12844733,JF416353,9/29/2022 11:28,012XX E 47TH ST,860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,FALSE,FALSE,222,2,4,39,6,1185252,1874089,2022,1/3/2023 15:46,41.80964985,-87.59604184,"(41.809649854, -87.596041839)"
12843135,JF415031,9/29/2022 9:15,022XX N JANSSEN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1811,18,2,7,6,1166274,1915049,2022,1/3/2023 15:46,41.92247328,-87.66447934,"(41.922473281, -87.664479338)"
12850524,JF423976,9/29/2022 7:30,023XX W ST PAUL AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1434,14,32,24,6,1160443,1911734,2022,1/3/2023 15:46,41.91349949,-87.68599616,"(41.913499486, -87.685996164)"
12842638,JF414405,9/28/2022 18:30,0000X E 35TH ST,320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,TRUE,FALSE,211,2,3,35,3,1177046,1881845,2022,1/3/2023 15:46,41.83112222,-87.62590563,"(41.831122218, -87.62590563)"
12842871,JF414818,9/28/2022 18:30,111XX S BELL AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2212,22,19,75,6,1163372,1830874,2022,1/3/2023 15:46,41.69154859,-87.67750225,"(41.691548592, -87.677502248)"
12842756,JF414560,9/28/2022 18:30,019XX N NEW ENGLAND AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2513,25,29,25,08B,1130120,1912047,2022,1/3/2023 15:46,41.91493239,-87.79739119,"(41.914932388, -87.797391189)"
12842213,JF414068,9/28/2022 10:00,024XX W FULLERTON AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1431,14,1,22,08A,1159880,1915884,2022,1/3/2023 15:46,41.92489903,-87.68794977,"(41.924899029, -87.687949774)"
12841523,JF413214,9/27/2022 21:20,014XX N MENARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2531,25,29,25,14,1137416,1909006,2022,1/3/2023 15:46,41.90645929,-87.77065941,"(41.906459286, -87.770659406)"
12851862,JF425585,9/27/2022 21:00,115XX S WENTWORTH AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,522,5,34,53,6,1177005,1828396,2022,1/3/2023 15:46,41.68445292,-87.62766469,"(41.684452919, -87.627664687)"
12848717,JF421757,9/27/2022 20:30,0000X E 11TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,123,1,4,32,7,1177109,1895753,2022,1/3/2023 15:46,41.86928532,-87.62525371,"(41.869285324, -87.62525371)"
12848751,JF413183,9/27/2022 20:10,065XX S ST LAWRENCE AVE,610,BURGLARY,FORCIBLE ENTRY,ALLEY,FALSE,FALSE,321,3,20,42,5,1181360,1861718,2022,1/3/2023 15:46,41.77579347,-87.61069831,"(41.775793468, -87.61069831)"
12841646,JF413144,9/27/2022 19:00,046XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,221,2,4,38,08A,1182374,1874391,2022,1/3/2023 15:46,41.81054583,-87.60658838,"(41.810545834, -87.606588383)"
12841384,JF412985,9/27/2022 17:35,0000X S HALSTED ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1232,12,27,28,6,1171057,1900105,2022,1/3/2023 15:46,41.88136236,-87.6473443,"(41.88136236, -87.647344302)"
12841080,JF412657,9/27/2022 14:04,008XX S KILDARE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1132,11,24,26,6,1147858,1896021,2022,1/3/2023 15:46,41.87063265,-87.73263533,"(41.870632647, -87.732635333)"
12841634,JF412014,9/26/2022 21:15,079XX S SAGINAW AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,422,4,7,46,08A,1195225,1852886,2022,1/3/2023 15:46,41.75122688,-87.56016246,"(41.75122688, -87.560162461)"
12842358,JF414294,9/26/2022 21:00,038XX W 61ST ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,823,8,23,65,6,1151769,1863879,2022,1/3/2023 15:46,41.78235471,-87.71912026,"(41.782354712, -87.71912026)"
12841756,JF412457,9/26/2022 20:00,010XX W 14TH ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1232,12,25,28,6,1169676,1893569,2022,1/3/2023 15:46,41.86345726,-87.65260557,"(41.863457262, -87.652605569)"
12847752,JF420831,9/26/2022 16:00,019XX N LOWELL AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2534,25,35,20,6,1147080,1912578,2022,1/3/2023 15:46,41.91608178,-87.73506782,"(41.916081775, -87.735067816)"
12840216,JF411426,9/26/2022 14:30,019XX E 74TH ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,333,3,7,43,08A,1190580,1856292,2022,1/3/2023 15:46,41.76068652,-87.57707407,"(41.760686518, -87.577074069)"
12839903,JF411323,9/26/2022 13:35,051XX W CRYSTAL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2533,25,37,25,14,1141882,1907838,2022,1/3/2023 15:46,41.9031726,-87.75428277,"(41.903172601, -87.754282772)"
12839689,JF411133,9/26/2022 4:30,002XX W 63RD ST,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,711,7,20,68,6,1175827,1863196,2022,1/3/2023 15:46,41.77997505,-87.63093738,"(41.779975054, -87.630937377)"
12840417,JF411844,9/26/2022 0:01,036XX W 85TH PL,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,834,8,18,70,08A,1153665,1847640,2022,1/3/2023 15:46,41.73775489,-87.71259852,"(41.737754892, -87.712598523)"
12839220,JF410499,9/25/2022 19:38,017XX W 77TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,611,6,17,71,14,1165901,1853631,2022,1/3/2023 15:46,41.75394414,-87.66759894,"(41.753944135, -87.667598944)"
12839183,JF410368,9/25/2022 16:50,085XX S MACKINAW AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,424,4,10,46,08A,1199952,1849008,2022,1/3/2023 15:46,41.74046751,-87.54297128,"(41.740467511, -87.542971282)"
12839396,JF410081,9/25/2022 12:36,062XX S ST LAWRENCE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,313,3,20,42,3,1181306,1863826,2022,1/3/2023 15:46,41.78157927,-87.61083134,"(41.781579267, -87.61083134)"
12838862,JF409955,9/25/2022 10:50,006XX N HOMAN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,1121,11,27,23,04B,1153595,1904142,2022,1/3/2023 15:46,41.89280541,-87.71135664,"(41.892805409, -87.71135664)"
12851160,JF423735,9/25/2022 9:00,014XX N WELLS ST,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1821,18,27,8,6,1174442,1909948,2022,1/3/2023 15:46,41.90829717,-87.63462052,"(41.908297168, -87.63462052)"
12842524,JF414458,9/25/2022 3:00,015XX E 75TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,411,4,8,43,14,1187678,1855561,2022,1/3/2023 15:46,41.75875011,-87.58773309,"(41.758750105, -87.587733087)"
12841448,JF413016,9/25/2022 0:00,014XX N LA SALLE DR,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1821,18,27,8,6,1174866,1909928,2022,1/3/2023 15:46,41.9082328,-87.63306357,"(41.908232799, -87.633063573)"
12838621,JF409906,9/24/2022 20:00,096XX S SANGAMON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2223,22,21,73,7,1171682,1840795,2022,1/3/2023 15:46,41.71859568,-87.64678879,"(41.718595681, -87.64678879)"
12839134,JF410360,9/24/2022 15:00,017XX S WENTWORTH ST,810,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,914,9,25,33,6,1175317,1891852,2022,1/3/2023 15:46,41.85862109,-87.63194955,"(41.85862109, -87.631949545)"
12852091,JF426065,9/24/2022 10:00,021XX W 71ST PL,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,735,7,17,67,6,1163343,1857226,2022,1/3/2023 15:46,41.76386327,-87.67687265,"(41.763863265, -87.676872651)"
12837584,JF408518,9/24/2022 5:59,015XX W 61ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,713,7,16,67,08B,1167158,1864277,2022,1/3/2023 15:46,41.78313137,-87.66268825,"(41.78313137, -87.662688252)"
12843686,JF415472,9/24/2022 0:16,106XX S VERNON AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,49,08A,1181130,1834510,2022,1/3/2023 15:46,41.70113687,-87.61237703,"(41.701136867, -87.612377029)"
12841177,JF412550,9/24/2022 0:01,057XX S WOOD ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,715,7,15,67,6,1165332,1866531,2022,1/3/2023 15:46,41.78935552,-87.66931915,"(41.789355517, -87.669319153)"
12844976,JF408330,9/23/2022 23:44,020XX W SCHILLER ST,330,ROBBERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,1424,14,1,24,3,1162560,1909428,2022,1/3/2023 15:46,41.90712755,-87.67828344,"(41.907127548, -87.678283444)"
12837355,JF408212,9/23/2022 19:45,001XX W HURON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1832,18,2,8,08B,1175253,1905045,2022,1/3/2023 15:46,41.89482493,-87.63178864,"(41.894824927, -87.631788635)"
12837649,JF408597,9/23/2022 19:00,001XX N LA CROSSE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1532,15,28,25,6,1144017,1900722,2022,1/3/2023 15:46,41.88360566,-87.74661913,"(41.883605663, -87.746619125)"
12837564,JF408521,9/23/2022 19:00,009XX E 82ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,631,6,8,44,14,1183838,1850820,2022,1/3/2023 15:46,41.74583078,-87.60195397,"(41.74583078, -87.601953966)"
12839799,JF410977,9/23/2022 17:42,031XX N SHERIDAN RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1934,19,44,6,7,1173033,1920757,2022,1/3/2023 15:46,41.93798891,-87.63947514,"(41.937988913, -87.639475141)"
12844760,JF416807,9/23/2022 15:00,008XX W 33RD PL,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,913,9,11,60,6,1171293,1882783,2022,1/3/2023 15:46,41.83382424,-87.64698617,"(41.83382424, -87.646986172)"
12837127,JF408088,9/23/2022 12:00,0000X W MAPLE ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1824,18,2,8,6,1175937,1907619,2022,1/3/2023 15:46,41.90187274,-87.62919893,"(41.901872736, -87.62919893)"
12841489,JF407786,9/23/2022 12:00,010XX N MENARD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1511,15,29,25,6,1137499,1906435,2022,1/3/2023 15:46,41.89940265,-87.77041648,"(41.899402653, -87.770416483)"
12836816,JF407597,9/23/2022 11:30,002XX N COLUMBUS DR,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,114,1,42,32,6,1178302,1901928,2022,1/3/2023 15:46,41.88620277,-87.62068572,"(41.886202772, -87.620685715)"
12836502,JF407185,9/23/2022 2:35,012XX W 71ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,TRUE,734,7,6,67,14,1169139,1857366,2022,1/3/2023 15:46,41.7641241,-87.65562493,"(41.764124098, -87.655624932)"
12836984,JF407876,9/23/2022 1:00,015XX E 84TH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,412,4,8,45,6,1187925,1849590,2022,1/3/2023 15:46,41.74235924,-87.58701768,"(41.742359238, -87.587017677)"
12836766,JF407405,9/23/2022 0:09,034XX W COLUMBUS AVE,560,ASSAULT,SIMPLE,CAR WASH,FALSE,FALSE,834,8,18,70,08A,1154874,1850727,2022,1/3/2023 15:46,41.74620213,-87.70808684,"(41.746202125, -87.708086838)"
12837124,JF407795,9/23/2022 0:00,023XX W MADISON ST,460,BATTERY,SIMPLE,BANK,FALSE,FALSE,1223,12,27,28,08B,1160863,1899962,2022,1/3/2023 15:46,41.88118745,-87.6847801,"(41.881187452, -87.684780097)"
12836330,JF407076,9/22/2022 23:00,010XX W RANDOLPH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1224,12,27,28,6,1169327,1901202,2022,1/3/2023 15:46,41.88441038,-87.65366484,"(41.884410376, -87.653664839)"
12836376,JF407098,9/22/2022 23:00,003XX N GREEN ST,560,ASSAULT,SIMPLE,BAR OR TAVERN,TRUE,FALSE,1214,12,27,28,08A,1170677,1902199,2022,1/3/2023 15:46,41.88711676,-87.64867829,"(41.887116764, -87.64867829)"
12836180,JF406950,9/22/2022 19:00,076XX N SHERIDAN RD,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2422,24,49,1,6,1165467,1950780,2022,1/3/2023 15:46,42.02053767,-87.66642249,"(42.020537666, -87.666422486)"
12838560,JF409786,9/22/2022 18:00,028XX W BERTEAU AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1724,17,33,16,6,1156469,1927772,2022,1/3/2023 15:46,41.95759028,-87.7001607,"(41.957590282, -87.700160699)"
12836176,JF406833,9/22/2022 16:14,013XX S CHRISTIANA AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1021,10,24,29,08B,1154242,1893696,2022,1/3/2023 15:46,41.86412761,-87.70925941,"(41.86412761, -87.70925941)"
12836864,JF406487,9/22/2022 13:49,133XX S CARONDOLET AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,433,4,10,55,08A,1198440,1817107,2022,1/3/2023 15:46,41.65296607,-87.54957453,"(41.652966074, -87.549574534)"
12836318,JF407057,9/22/2022 10:14,027XX N KEDZIE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1412,14,35,22,08A,1154571,1918061,2022,1/3/2023 15:46,41.93098088,-87.7073991,"(41.93098088, -87.707399098)"
12835555,JF406149,9/22/2022 8:50,002XX S CICERO AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1533,15,28,25,6,1144417,1898810,2022,1/3/2023 15:46,41.87835139,-87.74519839,"(41.878351391, -87.74519839)"
12836187,JF406953,9/22/2022 8:00,027XX N ARTESIAN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1411,14,32,22,6,1159556,1918030,2022,1/3/2023 15:46,41.93079449,-87.68908105,"(41.930794487, -87.689081048)"
12835438,JF405983,9/22/2022 2:30,088XX S INDIANA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,632,6,9,44,7,1179139,1846420,2022,1/3/2023 15:46,41.73386497,-87.61930566,"(41.733864965, -87.61930566)"
12838300,JF405873,9/22/2022 2:20,078XX S MAY ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,612,6,17,71,08A,1170010,1852911,2022,1/3/2023 15:46,41.75188012,-87.65256172,"(41.751880122, -87.652561724)"
12840280,JF411364,9/22/2022 1:57,011XX N CLARK ST,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,1824,18,2,8,6,1175324,1908199,2022,1/3/2023 15:46,41.90347807,-87.6314331,"(41.903478069, -87.631433102)"
12836047,JF406787,9/21/2022 21:00,054XX S SHORE DR,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,234,2,5,41,6,1189140,1869811,2022,1/3/2023 15:46,41.79781832,-87.58191869,"(41.797818324, -87.581918691)"
